"","carID","source","sourceTime","target","targetTime","type","value"
"296","20155901125940-121",5,"2015-09-01 10:48:06",11,"2015-09-01 10:38:23","1",1
"297","20155901125940-121",11,"2015-09-01 10:48:09",11,"2015-09-01 10:48:06","1",1
"298","20155901125940-121",11,"2015-09-01 10:50:21",6,"2015-09-01 10:48:09","1",1
"299","20163013103018-177",7,"2016-02-13 19:41:57",8,"2016-02-13 19:30:18","1",1
"300","20163013103018-177",8,"2016-02-13 19:55:12",0,"2016-02-13 19:41:57","1",1
"301","20150823100828-850",6,"2015-07-23 07:17:59",5,"2015-07-23 07:08:28","1",1
"302","20150823100828-850",5,"2015-07-23 07:29:00",4,"2015-07-23 07:17:59","1",1
"303","20150823100828-850",4,"2015-07-23 07:32:04",3,"2015-07-23 07:29:00","1",1
"304","20150823100828-850",3,"2015-07-23 07:34:58",2,"2015-07-23 07:32:04","1",1
"305","20150823100828-850",2,"2015-07-23 07:37:28",1,"2015-07-23 07:34:58","1",1
"306","20150823100828-850",1,"2015-07-23 07:48:07",9,"2015-07-23 07:37:28","1",1
"307","20150823100828-850",9,"2015-07-23 07:54:51",8,"2015-07-23 07:48:07","1",1
"308","20150823100828-850",8,"2015-07-23 08:11:57",12,"2015-07-23 07:54:51","1",1
"309","20150823100828-850",12,"2015-07-23 08:12:03",12,"2015-07-23 08:11:57","1",1
"310","20150823100828-850",12,"2015-07-23 08:29:03",8,"2015-07-23 08:12:03","1",1
"311","20150823100828-850",8,"2015-07-23 08:43:12",0,"2015-07-23 08:29:03","1",1
"312","20165924115918-535",27,"2016-05-24 21:00:51",1,"2016-05-24 20:59:18","4",1
"313","20165924115918-535",1,"2016-05-24 21:03:36",2,"2016-05-24 21:00:51","4",1
"314","20165924115918-535",2,"2016-05-24 21:06:48",3,"2016-05-24 21:03:36","4",1
"315","20165924115918-535",3,"2016-05-24 21:10:10",4,"2016-05-24 21:06:48","4",1
"316","20165924115918-535",4,"2016-05-24 21:31:05",10,"2016-05-24 21:10:10","4",1
"317","20151720071710-178",10,"2015-06-20 04:35:10",4,"2015-06-20 04:17:10","1",1
"318","20151720071710-178",4,"2015-06-20 04:38:04",3,"2015-06-20 04:35:10","1",1
"319","20151720071710-178",3,"2015-06-20 04:40:49",2,"2015-06-20 04:38:04","1",1
"320","20151720071710-178",2,"2015-06-20 04:43:10",1,"2015-06-20 04:40:49","1",1
"321","20151720071710-178",1,"2015-06-20 04:44:35",27,"2015-06-20 04:43:10","1",1
"322","20151811051833-890",27,"2015-06-11 14:19:57",1,"2015-06-11 14:18:33","2",1
"323","20151811051833-890",1,"2015-06-11 14:22:24",2,"2015-06-11 14:19:57","2",1
"324","20151811051833-890",2,"2015-06-11 14:25:14",3,"2015-06-11 14:22:24","2",1
"325","20151811051833-890",3,"2015-06-11 14:28:14",4,"2015-06-11 14:25:14","2",1
"326","20151811051833-890",4,"2015-06-11 14:46:46",19,"2015-06-11 14:28:14","2",1
"327","20151811051833-890",19,"2015-06-12 06:03:58",19,"2015-06-11 14:46:46","2",1
"328","20151811051833-890",19,"2015-06-12 06:22:28",4,"2015-06-12 06:03:58","2",1
"329","20151811051833-890",4,"2015-06-12 06:25:27",3,"2015-06-12 06:22:28","2",1
"330","20151811051833-890",3,"2015-06-12 06:28:18",2,"2015-06-12 06:25:27","2",1
"331","20151811051833-890",2,"2015-06-12 06:30:44",1,"2015-06-12 06:28:18","2",1
"332","20151811051833-890",1,"2015-06-12 06:32:11",27,"2015-06-12 06:30:44","2",1
"333","20150326110322-354",27,"2015-09-26 08:05:01",1,"2015-09-26 08:03:22","2",1
"334","20150326110322-354",1,"2015-09-26 08:07:53",2,"2015-09-26 08:05:01","2",1
"335","20150326110322-354",2,"2015-09-26 08:11:15",3,"2015-09-26 08:07:53","2",1
"336","20150326110322-354",3,"2015-09-26 08:14:46",4,"2015-09-26 08:11:15","2",1
"337","20150326110322-354",4,"2015-09-26 08:27:25",5,"2015-09-26 08:14:46","2",1
"338","20150326110322-354",5,"2015-09-26 08:38:41",11,"2015-09-26 08:27:25","2",1
"339","20150326110322-354",11,"2015-09-27 12:17:13",11,"2015-09-26 08:38:41","2",1
"340","20150326110322-354",11,"2015-09-27 12:38:37",10,"2015-09-27 12:17:13","2",1
"341","20151226061234-537",10,"2015-06-26 03:18:25",20,"2015-06-26 03:12:34","2",1
"342","20151226061234-537",20,"2015-06-26 03:19:24",19,"2015-06-26 03:18:25","2",1
"343","20151226061234-537",19,"2015-06-26 09:00:02",19,"2015-06-26 03:19:24","2",1
"344","20151226061234-537",19,"2015-06-26 09:00:57",20,"2015-06-26 09:00:02","2",1
"345","20151226061234-537",20,"2015-06-26 09:06:51",10,"2015-06-26 09:00:57","2",1
"346","20152114022149-636",0,"2015-09-14 11:36:27",8,"2015-09-14 11:21:49","1",1
"347","20152114022149-636",8,"2015-09-14 11:54:10",12,"2015-09-14 11:36:27","1",1
"348","20152114022149-636",12,"2015-09-15 06:30:35",12,"2015-09-14 11:54:10","1",1
"349","20152114022149-636",12,"2015-09-15 06:48:12",8,"2015-09-15 06:30:35","1",1
"350","20152114022149-636",8,"2015-09-15 07:02:53",0,"2015-09-15 06:48:12","1",1
"351","20152806032847-86",6,"2015-07-06 12:38:00",5,"2015-07-06 12:28:47","3",1
"352","20152806032847-86",5,"2015-07-06 12:48:38",4,"2015-07-06 12:38:00","3",1
"353","20152806032847-86",4,"2015-07-06 12:51:34",3,"2015-07-06 12:48:38","3",1
"354","20152806032847-86",3,"2015-07-06 12:54:22",2,"2015-07-06 12:51:34","3",1
"355","20152806032847-86",2,"2015-07-06 12:56:47",1,"2015-07-06 12:54:22","3",1
"356","20152806032847-86",1,"2015-07-06 13:07:03",9,"2015-07-06 12:56:47","3",1
"357","20152806032847-86",9,"2015-07-06 13:13:33",8,"2015-07-06 13:07:03","3",1
"358","20152806032847-86",8,"2015-07-06 13:26:06",13,"2015-07-06 13:13:33","3",1
"359","20152806032847-86",13,"2015-07-10 19:54:10",13,"2015-07-06 13:26:06","3",1
"360","20152806032847-86",13,"2015-07-10 20:04:17",7,"2015-07-10 19:54:10","3",1
"361","20165502035521-719",14,"2016-02-02 12:57:03",15,"2016-02-02 12:55:21","2P",1
"362","20165502035521-719",15,"2016-02-02 13:02:40",25,"2016-02-02 12:57:03","2P",1
"363","20165502035521-719",25,"2016-02-02 13:03:47",26,"2016-02-02 13:02:40","2P",1
"364","20165502035521-719",26,"2016-02-02 13:04:57",30,"2016-02-02 13:03:47","2P",1
"365","20165502035521-719",30,"2016-02-02 13:22:59",31,"2016-02-02 13:04:57","2P",1
"366","20165502035521-719",31,"2016-02-02 13:24:10",32,"2016-02-02 13:22:59","2P",1
"367","20165502035521-719",32,"2016-02-02 13:51:12",32,"2016-02-02 13:24:10","2P",1
"368","20165502035521-719",32,"2016-02-02 13:52:20",31,"2016-02-02 13:51:12","2P",1
"369","20165502035521-719",31,"2016-02-02 14:10:20",30,"2016-02-02 13:52:20","2P",1
"370","20165502035521-719",30,"2016-02-02 14:11:32",26,"2016-02-02 14:10:20","2P",1
"371","20165502035521-719",26,"2016-02-02 14:12:37",25,"2016-02-02 14:11:32","2P",1
"372","20165502035521-719",25,"2016-02-02 14:18:10",5,"2016-02-02 14:12:37","2P",1
"373","20165502035521-719",5,"2016-02-02 14:27:14",17,"2016-02-02 14:18:10","2P",1
"374","20165502035521-719",17,"2016-02-02 14:29:16",18,"2016-02-02 14:27:14","2P",1
"375","20165502035521-719",18,"2016-02-02 15:13:18",18,"2016-02-02 14:29:16","2P",1
"376","20165502035521-719",18,"2016-02-02 15:15:14",17,"2016-02-02 15:13:18","2P",1
"377","20165502035521-719",17,"2016-02-02 15:24:20",5,"2016-02-02 15:15:14","2P",1
"378","20165502035521-719",5,"2016-02-02 15:35:20",15,"2016-02-02 15:24:20","2P",1
"379","20165502035521-719",15,"2016-02-02 15:37:04",14,"2016-02-02 15:35:20","2P",1
"380","20151112061143-303",10,"2015-09-12 15:31:41",4,"2015-09-12 15:11:43","1",1
"381","20151112061143-303",4,"2015-09-12 15:34:54",3,"2015-09-12 15:31:41","1",1
"382","20151112061143-303",3,"2015-09-12 15:37:56",2,"2015-09-12 15:34:54","1",1
"383","20151112061143-303",2,"2015-09-12 15:40:34",1,"2015-09-12 15:37:56","1",1
"384","20151112061143-303",1,"2015-09-12 15:42:06",27,"2015-09-12 15:40:34","1",1
"385","20163418113417-417",27,"2016-01-18 20:35:38",1,"2016-01-18 20:34:17","2",1
"386","20163418113417-417",1,"2016-01-18 20:38:01",2,"2016-01-18 20:35:38","2",1
"387","20163418113417-417",2,"2016-01-18 20:40:46",3,"2016-01-18 20:38:01","2",1
"388","20163418113417-417",3,"2016-01-18 20:43:41",4,"2016-01-18 20:40:46","2",1
"389","20163418113417-417",4,"2016-01-18 20:54:10",5,"2016-01-18 20:43:41","2",1
"390","20163418113417-417",5,"2016-01-18 21:03:17",6,"2016-01-18 20:54:10","2",1
"391","20152711082711-835",7,"2015-07-11 05:40:55",8,"2015-07-11 05:27:11","1",1
"392","20152711082711-835",8,"2015-07-11 05:48:21",9,"2015-07-11 05:40:55","1",1
"393","20152711082711-835",9,"2015-07-11 06:00:12",1,"2015-07-11 05:48:21","1",1
"394","20152711082711-835",1,"2015-07-11 06:02:58",2,"2015-07-11 06:00:12","1",1
"395","20152711082711-835",2,"2015-07-11 06:06:12",3,"2015-07-11 06:02:58","1",1
"396","20152711082711-835",3,"2015-07-11 06:09:35",4,"2015-07-11 06:06:12","1",1
"397","20152711082711-835",4,"2015-07-11 06:21:48",5,"2015-07-11 06:09:35","1",1
"398","20152711082711-835",5,"2015-07-11 06:32:41",11,"2015-07-11 06:21:48","1",1
"399","20152711082711-835",11,"2015-07-11 09:00:02",11,"2015-07-11 06:32:41","1",1
"400","20152711082711-835",11,"2015-07-11 09:10:50",5,"2015-07-11 09:00:02","1",1
"401","20152711082711-835",5,"2015-07-11 09:23:02",4,"2015-07-11 09:10:50","1",1
"402","20152711082711-835",4,"2015-07-11 09:26:26",3,"2015-07-11 09:23:02","1",1
"403","20152711082711-835",3,"2015-07-11 09:29:38",2,"2015-07-11 09:26:26","1",1
"404","20152711082711-835",2,"2015-07-11 09:32:25",1,"2015-07-11 09:29:38","1",1
"405","20152711082711-835",1,"2015-07-11 09:34:03",27,"2015-07-11 09:32:25","1",1
"406","20154929064951-316",27,"2015-06-29 03:51:25",1,"2015-06-29 03:49:51","2",1
"407","20154929064951-316",1,"2015-06-29 03:54:11",2,"2015-06-29 03:51:25","2",1
"408","20154929064951-316",2,"2015-06-29 03:57:23",3,"2015-06-29 03:54:11","2",1
"409","20154929064951-316",3,"2015-06-29 04:00:45",4,"2015-06-29 03:57:23","2",1
"410","20154929064951-316",4,"2015-06-29 04:12:51",5,"2015-06-29 04:00:45","2",1
"411","20154929064951-316",5,"2015-06-29 04:23:22",6,"2015-06-29 04:12:51","2",1
"412","20152727032726-130",27,"2015-06-27 12:39:30",9,"2015-06-27 12:27:26","1",1
"413","20152727032726-130",9,"2015-06-27 12:46:15",8,"2015-06-27 12:39:30","1",1
"414","20152727032726-130",8,"2015-06-27 12:55:39",33,"2015-06-27 12:46:15","1",1
"415","20152727032726-130",33,"2015-06-29 03:59:38",33,"2015-06-27 12:55:39","1",1
"416","20152727032726-130",33,"2015-06-29 04:08:56",8,"2015-06-29 03:59:38","1",1
"417","20152727032726-130",8,"2015-06-29 04:15:42",9,"2015-06-29 04:08:56","1",1
"418","20152727032726-130",9,"2015-06-29 04:26:27",1,"2015-06-29 04:15:42","1",1
"419","20152727032726-130",1,"2015-06-29 04:28:59",2,"2015-06-29 04:26:27","1",1
"420","20152727032726-130",2,"2015-06-29 04:31:54",3,"2015-06-29 04:28:59","1",1
"421","20152727032726-130",3,"2015-06-29 04:35:00",4,"2015-06-29 04:31:54","1",1
"422","20152727032726-130",4,"2015-06-29 04:54:12",10,"2015-06-29 04:35:00","1",1
"423","20154931054946-146",27,"2015-07-31 14:51:23",1,"2015-07-31 14:49:46","1",1
"424","20154931054946-146",1,"2015-07-31 14:54:12",2,"2015-07-31 14:51:23","1",1
"425","20154931054946-146",2,"2015-07-31 14:57:28",3,"2015-07-31 14:54:12","1",1
"426","20154931054946-146",3,"2015-07-31 15:00:55",4,"2015-07-31 14:57:28","1",1
"427","20154931054946-146",4,"2015-07-31 15:22:17",19,"2015-07-31 15:00:55","1",1
"428","20154931054946-146",19,"2015-08-04 09:28:41",19,"2015-07-31 15:22:17","1",1
"429","20154931054946-146",19,"2015-08-04 09:49:57",4,"2015-08-04 09:28:41","1",1
"430","20154931054946-146",4,"2015-08-04 09:53:25",3,"2015-08-04 09:49:57","1",1
"431","20154931054946-146",3,"2015-08-04 09:56:41",2,"2015-08-04 09:53:25","1",1
"432","20154931054946-146",2,"2015-08-04 09:59:30",1,"2015-08-04 09:56:41","1",1
"433","20154931054946-146",1,"2015-08-04 10:11:30",9,"2015-08-04 09:59:30","1",1
"434","20154931054946-146",9,"2015-08-04 10:19:04",8,"2015-08-04 10:11:30","1",1
"435","20154931054946-146",8,"2015-08-04 10:33:08",7,"2015-08-04 10:19:04","1",1
"436","20155803035851-140",6,"2015-05-03 13:01:22",11,"2015-05-03 12:58:51","3",1
"437","20155803035851-140",11,"2015-05-03 13:01:30",11,"2015-05-03 13:01:22","3",1
"438","20155803035851-140",11,"2015-05-03 13:12:31",5,"2015-05-03 13:01:30","3",1
"439","20155803035851-140",5,"2015-05-03 13:24:56",4,"2015-05-03 13:12:31","3",1
"440","20155803035851-140",4,"2015-05-03 13:28:24",3,"2015-05-03 13:24:56","3",1
"441","20155803035851-140",3,"2015-05-03 13:31:41",2,"2015-05-03 13:28:24","3",1
"442","20155803035851-140",2,"2015-05-03 13:34:30",1,"2015-05-03 13:31:41","3",1
"443","20155803035851-140",1,"2015-05-03 13:46:32",9,"2015-05-03 13:34:30","3",1
"444","20155803035851-140",9,"2015-05-03 13:54:08",8,"2015-05-03 13:46:32","3",1
"445","20155803035851-140",8,"2015-05-03 14:08:12",7,"2015-05-03 13:54:08","3",1
"446","20150326080304-403",7,"2015-07-26 17:14:56",8,"2015-07-26 17:03:04","5",1
"447","20150326080304-403",8,"2015-07-26 17:21:20",9,"2015-07-26 17:14:56","5",1
"448","20150326080304-403",9,"2015-07-26 17:31:33",1,"2015-07-26 17:21:20","5",1
"449","20150326080304-403",1,"2015-07-26 17:33:56",2,"2015-07-26 17:31:33","5",1
"450","20150326080304-403",2,"2015-07-26 17:36:43",3,"2015-07-26 17:33:56","5",1
"451","20150326080304-403",3,"2015-07-26 17:39:38",4,"2015-07-26 17:36:43","5",1
"452","20150326080304-403",4,"2015-07-26 17:57:52",10,"2015-07-26 17:39:38","5",1
"453","20162203032249-287",0,"2016-05-03 00:44:43",1,"2016-05-03 00:22:49","1",1
"454","20162203032249-287",1,"2016-05-03 00:47:30",2,"2016-05-03 00:44:43","1",1
"455","20162203032249-287",2,"2016-05-03 00:50:45",3,"2016-05-03 00:47:30","1",1
"456","20162203032249-287",3,"2016-05-03 00:54:10",4,"2016-05-03 00:50:45","1",1
"457","20162203032249-287",4,"2016-05-03 01:06:27",5,"2016-05-03 00:54:10","1",1
"458","20162203032249-287",5,"2016-05-03 01:17:09",6,"2016-05-03 01:06:27","1",1
"459","20153815043822-450",0,"2015-12-15 02:00:30",1,"2015-12-15 01:38:22","2",1
"460","20153815043822-450",1,"2015-12-15 02:03:19",2,"2015-12-15 02:00:30","2",1
"461","20153815043822-450",2,"2015-12-15 02:06:36",3,"2015-12-15 02:03:19","2",1
"462","20153815043822-450",3,"2015-12-15 02:10:03",4,"2015-12-15 02:06:36","2",1
"463","20153815043822-450",4,"2015-12-15 02:31:37",10,"2015-12-15 02:10:03","2",1
"464","20165312075314-658",10,"2016-04-12 05:14:53",4,"2016-04-12 04:53:14","2",1
"465","20165312075314-658",4,"2016-04-12 05:18:23",3,"2016-04-12 05:14:53","2",1
"466","20165312075314-658",3,"2016-04-12 05:21:41",2,"2016-04-12 05:18:23","2",1
"467","20165312075314-658",2,"2016-04-12 05:24:32",1,"2016-04-12 05:21:41","2",1
"468","20165312075314-658",1,"2016-04-12 05:36:41",9,"2016-04-12 05:24:32","2",1
"469","20165312075314-658",9,"2016-04-12 05:44:21",8,"2016-04-12 05:36:41","2",1
"470","20165312075314-658",8,"2016-04-12 05:58:32",7,"2016-04-12 05:44:21","2",1
"471","20153023063031-787",6,"2015-07-23 03:40:42",5,"2015-07-23 03:30:31","1",1
"472","20153023063031-787",5,"2015-07-23 03:52:28",4,"2015-07-23 03:40:42","1",1
"473","20153023063031-787",4,"2015-07-23 03:55:45",3,"2015-07-23 03:52:28","1",1
"474","20153023063031-787",3,"2015-07-23 03:58:50",2,"2015-07-23 03:55:45","1",1
"475","20153023063031-787",2,"2015-07-23 04:01:31",1,"2015-07-23 03:58:50","1",1
"476","20153023063031-787",1,"2015-07-23 04:12:57",9,"2015-07-23 04:01:31","1",1
"477","20153023063031-787",9,"2015-07-23 04:20:07",8,"2015-07-23 04:12:57","1",1
"478","20153023063031-787",8,"2015-07-23 04:30:07",33,"2015-07-23 04:20:07","1",1
"479","20153023063031-787",33,"2015-07-30 05:16:14",33,"2015-07-23 04:30:07","1",1
"480","20153023063031-787",33,"2015-07-30 05:26:08",8,"2015-07-30 05:16:14","1",1
"481","20153023063031-787",8,"2015-07-30 05:41:14",0,"2015-07-30 05:26:08","1",1
"482","20153926083902-744",10,"2015-08-26 05:59:26",11,"2015-08-26 05:39:02","2",1
"483","20153926083902-744",11,"2015-08-29 10:57:58",11,"2015-08-26 05:59:26","2",1
"484","20153926083902-744",11,"2015-08-29 11:08:36",5,"2015-08-29 10:57:58","2",1
"485","20153926083902-744",5,"2015-08-29 11:20:36",4,"2015-08-29 11:08:36","2",1
"486","20153926083902-744",4,"2015-08-29 11:23:57",3,"2015-08-29 11:20:36","2",1
"487","20153926083902-744",3,"2015-08-29 11:27:07",2,"2015-08-29 11:23:57","2",1
"488","20153926083902-744",2,"2015-08-29 11:29:50",1,"2015-08-29 11:27:07","2",1
"489","20153926083902-744",1,"2015-08-29 11:31:26",27,"2015-08-29 11:29:50","2",1
"490","20154828014808-208",6,"2015-06-28 10:59:49",5,"2015-06-28 10:48:08","2",1
"491","20154828014808-208",5,"2015-06-28 11:13:21",4,"2015-06-28 10:59:49","2",1
"492","20154828014808-208",4,"2015-06-28 11:17:06",3,"2015-06-28 11:13:21","2",1
"493","20154828014808-208",3,"2015-06-28 11:20:40",2,"2015-06-28 11:17:06","2",1
"494","20154828014808-208",2,"2015-06-28 11:23:43",1,"2015-06-28 11:20:40","2",1
"495","20154828014808-208",1,"2015-06-28 11:36:49",9,"2015-06-28 11:23:43","2",1
"496","20154828014808-208",9,"2015-06-28 11:45:03",8,"2015-06-28 11:36:49","2",1
"497","20154828014808-208",8,"2015-06-28 12:06:00",12,"2015-06-28 11:45:03","2",1
"498","20154828014808-208",12,"2015-07-04 11:36:06",12,"2015-06-28 12:06:00","2",1
"499","20154828014808-208",12,"2015-07-04 11:56:56",8,"2015-07-04 11:36:06","2",1
"500","20154828014808-208",8,"2015-07-04 12:05:10",9,"2015-07-04 11:56:56","2",1
"501","20154828014808-208",9,"2015-07-04 12:19:52",27,"2015-07-04 12:05:10","2",1
"502","20164420074431-649",0,"2016-05-20 05:01:46",8,"2016-05-20 04:44:31","1",1
"503","20164420074431-649",8,"2016-05-20 05:17:44",13,"2016-05-20 05:01:46","1",1
"504","20164420074431-649",13,"2016-05-20 07:00:02",13,"2016-05-20 05:17:44","1",1
"505","20164420074431-649",13,"2016-05-20 07:15:52",8,"2016-05-20 07:00:02","1",1
"506","20164420074431-649",8,"2016-05-20 07:33:12",0,"2016-05-20 07:15:52","1",1
"507","20150313100322-481",7,"2015-09-13 19:16:20",8,"2015-09-13 19:03:22","5",1
"508","20150313100322-481",8,"2015-09-13 19:31:04",0,"2015-09-13 19:16:20","5",1
"509","20154501044554-839",7,"2015-07-01 14:00:16",8,"2015-07-01 13:45:54","2",1
"510","20154501044554-839",8,"2015-07-01 14:08:04",9,"2015-07-01 14:00:16","2",1
"511","20154501044554-839",9,"2015-07-01 14:20:27",1,"2015-07-01 14:08:04","2",1
"512","20154501044554-839",1,"2015-07-01 14:23:21",2,"2015-07-01 14:20:27","2",1
"513","20154501044554-839",2,"2015-07-01 14:26:43",3,"2015-07-01 14:23:21","2",1
"514","20154501044554-839",3,"2015-07-01 14:30:16",4,"2015-07-01 14:26:43","2",1
"515","20154501044554-839",4,"2015-07-01 14:52:17",19,"2015-07-01 14:30:16","2",1
"516","20154501044554-839",19,"2015-07-02 09:28:04",19,"2015-07-01 14:52:17","2",1
"517","20154501044554-839",19,"2015-07-02 09:29:10",20,"2015-07-02 09:28:04","2",1
"518","20154501044554-839",20,"2015-07-02 09:35:45",10,"2015-07-02 09:29:10","2",1
"519","20155001085025-541",27,"2015-09-01 18:13:32",0,"2015-09-01 17:50:25","1",1
"520","20154628084617-292",27,"2015-09-28 17:47:38",1,"2015-09-28 17:46:17","5",1
"521","20154628084617-292",1,"2015-09-28 17:50:03",2,"2015-09-28 17:47:38","5",1
"522","20154628084617-292",2,"2015-09-28 17:52:50",3,"2015-09-28 17:50:03","5",1
"523","20154628084617-292",3,"2015-09-28 17:55:47",4,"2015-09-28 17:52:50","5",1
"524","20154628084617-292",4,"2015-09-28 18:06:24",5,"2015-09-28 17:55:47","5",1
"525","20154628084617-292",5,"2015-09-28 18:15:40",6,"2015-09-28 18:06:24","5",1
"526","20151417041407-785",27,"2015-07-17 13:15:42",1,"2015-07-17 13:14:07","2",1
"527","20151417041407-785",1,"2015-07-17 13:18:27",2,"2015-07-17 13:15:42","2",1
"528","20151417041407-785",2,"2015-07-17 13:21:40",3,"2015-07-17 13:18:27","2",1
"529","20151417041407-785",3,"2015-07-17 13:25:02",4,"2015-07-17 13:21:40","2",1
"530","20151417041407-785",4,"2015-07-17 13:37:09",5,"2015-07-17 13:25:02","2",1
"531","20151417041407-785",5,"2015-07-17 13:47:58",11,"2015-07-17 13:37:09","2",1
"532","20151417041407-785",11,"2015-07-17 13:48:02",11,"2015-07-17 13:47:58","2",1
"533","20151417041407-785",11,"2015-07-17 13:50:28",6,"2015-07-17 13:48:02","2",1
"534","20153005093039-50",27,"2015-06-05 06:32:22",1,"2015-06-05 06:30:39","1",1
"535","20153005093039-50",1,"2015-06-05 06:35:23",2,"2015-06-05 06:32:22","1",1
"536","20153005093039-50",2,"2015-06-05 06:38:53",3,"2015-06-05 06:35:23","1",1
"537","20153005093039-50",3,"2015-06-05 06:42:34",4,"2015-06-05 06:38:53","1",1
"538","20153005093039-50",4,"2015-06-05 07:05:22",19,"2015-06-05 06:42:34","1",1
"539","20153005093039-50",19,"2015-06-07 09:21:53",19,"2015-06-05 07:05:22","1",1
"540","20153005093039-50",19,"2015-06-07 09:44:35",4,"2015-06-07 09:21:53","1",1
"541","20153005093039-50",4,"2015-06-07 09:48:16",3,"2015-06-07 09:44:35","1",1
"542","20153005093039-50",3,"2015-06-07 09:51:46",2,"2015-06-07 09:48:16","1",1
"543","20153005093039-50",2,"2015-06-07 09:54:47",1,"2015-06-07 09:51:46","1",1
"544","20153005093039-50",1,"2015-06-07 10:18:25",0,"2015-06-07 09:54:47","1",1
"545","20151629101611-370",10,"2015-08-29 07:39:11",4,"2015-08-29 07:16:11","1",1
"546","20151629101611-370",4,"2015-08-29 07:42:53",3,"2015-08-29 07:39:11","1",1
"547","20151629101611-370",3,"2015-08-29 07:46:25",2,"2015-08-29 07:42:53","1",1
"548","20151629101611-370",2,"2015-08-29 07:49:25",1,"2015-08-29 07:46:25","1",1
"549","20151629101611-370",1,"2015-08-29 08:02:19",9,"2015-08-29 07:49:25","1",1
"550","20151629101611-370",9,"2015-08-29 08:10:27",8,"2015-08-29 08:02:19","1",1
"551","20151629101611-370",8,"2015-08-29 08:26:14",13,"2015-08-29 08:10:27","1",1
"552","20151629101611-370",13,"2015-08-30 08:11:22",13,"2015-08-29 08:26:14","1",1
"553","20151629101611-370",13,"2015-08-30 08:24:02",7,"2015-08-30 08:11:22","1",1
"554","20153125023141-305",0,"2015-06-25 11:53:00",1,"2015-06-25 11:31:41","3",1
"555","20153125023141-305",1,"2015-06-25 11:55:44",2,"2015-06-25 11:53:00","3",1
"556","20153125023141-305",2,"2015-06-25 11:58:54",3,"2015-06-25 11:55:44","3",1
"557","20153125023141-305",3,"2015-06-25 12:02:14",4,"2015-06-25 11:58:54","3",1
"558","20153125023141-305",4,"2015-06-25 12:14:13",5,"2015-06-25 12:02:14","3",1
"559","20153125023141-305",5,"2015-06-25 12:24:56",11,"2015-06-25 12:14:13","3",1
"560","20153125023141-305",11,"2015-06-25 12:25:02",11,"2015-06-25 12:24:56","3",1
"561","20153125023141-305",11,"2015-06-25 12:35:37",5,"2015-06-25 12:25:02","3",1
"562","20153125023141-305",5,"2015-06-25 12:47:36",4,"2015-06-25 12:35:37","3",1
"563","20153125023141-305",4,"2015-06-25 12:50:57",3,"2015-06-25 12:47:36","3",1
"564","20153125023141-305",3,"2015-06-25 12:54:07",2,"2015-06-25 12:50:57","3",1
"565","20153125023141-305",2,"2015-06-25 12:56:50",1,"2015-06-25 12:54:07","3",1
"566","20153125023141-305",1,"2015-06-25 12:58:26",27,"2015-06-25 12:56:50","3",1
"567","20154008114008-610",7,"2015-05-08 08:52:01",13,"2015-05-08 08:40:08","1",1
"568","20154008114008-610",13,"2015-05-09 17:39:07",13,"2015-05-08 08:52:01","1",1
"569","20154008114008-610",13,"2015-05-09 17:53:47",8,"2015-05-09 17:39:07","1",1
"570","20154008114008-610",8,"2015-05-09 18:01:23",9,"2015-05-09 17:53:47","1",1
"571","20154008114008-610",9,"2015-05-09 18:13:29",1,"2015-05-09 18:01:23","1",1
"572","20154008114008-610",1,"2015-05-09 18:16:18",2,"2015-05-09 18:13:29","1",1
"573","20154008114008-610",2,"2015-05-09 18:19:35",3,"2015-05-09 18:16:18","1",1
"574","20154008114008-610",3,"2015-05-09 18:23:03",4,"2015-05-09 18:19:35","1",1
"575","20154008114008-610",4,"2015-05-09 18:35:30",5,"2015-05-09 18:23:03","1",1
"576","20154008114008-610",5,"2015-05-09 18:46:20",6,"2015-05-09 18:35:30","1",1
"577","20150026120014-798",27,"2015-09-25 21:21:14",0,"2015-09-25 21:00:14","3",1
"578","20153515013541-577",27,"2015-06-15 10:37:04",1,"2015-06-15 10:35:41","4",1
"579","20153515013541-577",1,"2015-06-15 10:39:33",2,"2015-06-15 10:37:04","4",1
"580","20153515013541-577",2,"2015-06-15 10:42:25",3,"2015-06-15 10:39:33","4",1
"581","20153515013541-577",3,"2015-06-15 10:45:27",4,"2015-06-15 10:42:25","4",1
"582","20153515013541-577",4,"2015-06-15 11:04:16",10,"2015-06-15 10:45:27","4",1
"583","20152425112418-776",27,"2015-06-25 08:25:43",1,"2015-06-25 08:24:18","1",1
"584","20152425112418-776",1,"2015-06-25 08:28:13",2,"2015-06-25 08:25:43","1",1
"585","20152425112418-776",2,"2015-06-25 08:31:05",3,"2015-06-25 08:28:13","1",1
"586","20152425112418-776",3,"2015-06-25 08:34:08",4,"2015-06-25 08:31:05","1",1
"587","20152425112418-776",4,"2015-06-25 08:45:05",5,"2015-06-25 08:34:08","1",1
"588","20152425112418-776",5,"2015-06-25 08:49:02",21,"2015-06-25 08:45:05","1",1
"589","20152425112418-776",21,"2015-06-25 08:57:08",23,"2015-06-25 08:49:02","1",1
"590","20152425112418-776",23,"2015-06-25 08:57:19",23,"2015-06-25 08:57:08","1",1
"591","20152425112418-776",23,"2015-06-25 09:05:20",21,"2015-06-25 08:57:19","1",1
